Length,Count,Coverage,Query,Mosquito,Lowest E-value,Greatest identity %,Greatest HSP length,Family,Description (HSP length)
1281,89,6.93989071,20_bowtie2_1_contig_19241,Aedes vexans,0,94.85,1281,Picornavirales,"MT293153.1 Hubei arthropod virus 1 strain STN1 polyprotein gene, complete cds"
321,10,3.146417445,12_bowtie2_1_contig_12682,Culex tarsalis,1.42E-157,98.75,321,Rhabdoviridae,"MH664048.1 Flanders hapavirus isolate CT-460, complete genome"
1065,186,17.30892019,33_bowtie2_1_contig_8573,Aedes vexans,0,89.24,1078,Negevirus,"KX518773.1 Cordoba virus strain Nepal24-3 hypothetical protein 1 gene, complete cds"
1279,126,9.721657545,8_bowtie2_1_contig_3340,Aedes vexans,0,72.05,1274,Iflaviridae,"LC310707.1 Armigeres iflavirus gene for polyprotein, complete cds, strain: 10P38-310"
446,2047,445.1995516,10_bowtie2_1_contig_2527,Culex tarsalis,0,94.17,446,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
9811,1873,18.98868617,12_bowtie2_1_contig_915,Culex tarsalis,0,98.02,9781,Iflaviridae,MW434121.1 Culex Iflavi-like virus 4 isolate CMS002_034a_COAV genomic sequence
872,72,8.282110092,19_bowtie2_1_contig_850,Culex tarsalis,0,99.2,870,Rhabdoviridae,MW434773.1 Merida virus isolate CMS002_040a_COAV genomic sequence
714,52,7.317927171,19_bowtie2_1_contig_8750,Culex tarsalis,0,98.04,714,Rhabdoviridae,MW434772.1 Merida virus isolate CMS002_041a_COAV genomic sequence
412,52,12.2815534,12_bowtie2_1_contig_6301,Culex tarsalis,2.27E-175,93.7,413,Tombusviridae,MW434930.1 Hubei mosquito virus 4 isolate CMS001_057_ALCO genomic sequence
998,300,29.8006012,27_bowtie2_1_contig_9474,Aedes vexans,2.15E-180,76.68,849,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
1268,85,6.699526814,20_bowtie2_1_contig_7420,Aedes vexans,0,77.84,1268,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
1383,423,30.62906725,29_bowtie2_1_contig_1013,Aedes vexans,0,74.04,1382,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
1505,530,35.4,23_bowtie2_contig_3495,Culex tarsalis,0,99.06,1498,Orthomyxoviridae,"MW434446.1 Wuhan Mosquito Virus 6 isolate CMS001_042_ALCO hypothetical protein gene, complete cds"
621,240,38.38003221,10_bowtie2_1_contig_3053,Culex tarsalis,0,92.91,621,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
512,39,7.126953125,10_bowtie2_1_contig_4103,Culex tarsalis,0,87.02,516,Flaviviridae,MW434112.1 Placeda virus isolate CMS001_039_ALCO genomic sequence
1651,476,28.70866142,12_bowtie2_1_contig_1359,Culex tarsalis,0,99.52,1652,Rhabdoviridae,"MH664044.1 Flanders hapavirus isolate NE00-23, complete genome"
287,18,5.529616725,12_bowtie2_1_contig_14289,Culex tarsalis,1.34E-144,100,287,Peribunyaviridae,"MW434614.1 Culex Bunyavirus 2 isolate CMS002_035a_COAV RNA-dependent RNA polymerase gene, complete cds"
326,30,8.960122699,10_bowtie2_1_contig_16147,Culex tarsalis,1.35E-151,96.92,325,Orthomyxoviridae,"MW434234.1 Astopletus virus isolate CMS001_046_ALCO hypothetical protein 2 gene, complete cds"
1177,488,41.47663551,29_bowtie2_1_contig_1538,Aedes vexans,0,74.85,1169,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
407,87,20.56019656,10_bowtie2_1_contig_420,Culex tarsalis,3.12E-148,88.94,407,Flaviviridae,MW434111.1 Placeda virus isolate CMS001_002_ALCO genomic sequence
426,110,25.03051643,12_bowtie2_1_contig_2366,Culex tarsalis,0,100,426,Rhabdoviridae,"MH664045.1 Flanders hapavirus isolate CA63V-162, complete genome"
1232,96,7.778409091,32_bowtie2_1_contig_20604,Ochlerotatus triseriatus,9.34E-161,71.19,1214,,"NC_028094.1 Chrysochromulina ericina virus isolate CeV-01B, complete genome"
1228,322,26.40798046,41_bowtie2_1_contig_5959,Aedes vexans,1.38E-120,69.03,1122,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
4188,2464,58.54918816,19_bowtie2_1_contig_1610,Culex tarsalis,0,97.88,3167,Iflaviridae,MW434121.1 Culex Iflavi-like virus 4 isolate CMS002_034a_COAV genomic sequence
1226,72,5.85725938,1_bowtie2_1_contig_30906,Aedes vexans,0,95.84,1226,Picornavirales,"MT293153.1 Hubei arthropod virus 1 strain STN1 polyprotein gene, complete cds"
326,787,231.190184,10_bowtie2_1_contig_2763,Culex tarsalis,3.18E-134,92.94,326,Iflaviridae,"MH188010.1 Culex Iflavi-like virus 3 strain CFVL/Kern, partial genome"
1042,3220,295.0959693,10_bowtie2_1_contig_348,Culex tarsalis,1.25E-126,96.76,308,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
334,38,10.85329341,10_bowtie2_1_contig_4693,Culex tarsalis,9.36E-135,92.22,334,Flaviviridae,MW434111.1 Placeda virus isolate CMS001_002_ALCO genomic sequence
837,49,5.817204301,19_bowtie2_1_contig_8995,Culex tarsalis,0,98.69,837,Rhabdoviridae,MW434773.1 Merida virus isolate CMS002_040a_COAV genomic sequence
1219,63,5.164889253,16_bowtie2_1_contig_20234,Ochlerotatus dorsalis,0,98.09,1153,Iflaviridae,MW434113.1 Cafluga virus isolate CMS001_060_ALCO genomic sequence
474,94,19.22995781,12_bowtie2_1_contig_2783,Culex tarsalis,0,99.79,474,Rhabdoviridae,"MH664040.1 Flanders hapavirus isolate CO11-P247, complete genome"
1218,167,13.77011494,10_bowtie2_1_contig_4986,Culex tarsalis,0,98.44,1218,Rhabdoviridae,MW434767.1 Elisy virus isolate CMS002_032a_COAV genomic sequence
1216,112,9.290296053,2_bowtie2_1_contig_4053,Aedes vexans,0,93.8,1162,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
1214,99,8.207578254,23_bowtie2_contig_7220,Culex tarsalis,0,95.3,1214,Partitiviridae,"MH188035.1 Culex mosquito virus 2 strain CMosV2/Santa Cruz, complete genome"
1213,68,5.60016488,26_bowtie2_1_contig_22828,Culex tarsalis,0,99.75,1213,Virgaviridae,MW435009.1 Hubei virga-like virus 2 isolate CMS001_048_ALCO genomic sequence
618,221,35.25242718,10_bowtie2_1_contig_4914,Culex tarsalis,0,91.1,618,Flaviviridae,MW434112.1 Placeda virus isolate CMS001_039_ALCO genomic sequence
1330,523,39.21578947,37_bowtie2_1_contig_1216,Aedes vexans,0,83.73,1328,Negevirus,"KX518773.1 Cordoba virus strain Nepal24-3 hypothetical protein 1 gene, complete cds"
1032,102,9.923449612,23_bowtie2_contig_1231,Culex tarsalis,0,99.03,1032,Rhabdoviridae,"NC_040599.1 Merida virus isolate MERD-Mex07, complete genome"
1209,136,11.33002481,40_bowtie2_1_contig_6542,Aedes vexans,0,93.7,1158,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
1208,628,51.4942053,9_bowtie2_1_contig_8308,Coquillettidia perturbans,0,92.12,1200,Parvoviridae,"MH188047.1 Culex densovirus strain CDenV/Madera-5, partial genome"
804,88,10.93532338,19_bowtie2_1_contig_170,Culex tarsalis,0,96.46,791,Iflaviridae,"MH188012.1 Culex Iflavi-like virus 4 strain CIVL4-Sonoma, complete genome"
1543,384,24.94361633,12_bowtie2_1_contig_3893,Culex tarsalis,0,99.8,1534,Peribunyaviridae,"MW434567.1 Culex Bunyavirus 2 isolate CMS001_059_ALCO nucleoprotein gene, complete cds"
1201,61,5.025811823,10_bowtie2_1_contig_7968,Culex tarsalis,0,99.17,1201,Virgaviridae,MW434995.1 Hubei virga-like virus 2 isolate CMS001_024_ALCO genomic sequence
1122,2068,179.3814617,10_bowtie2_1_contig_506,Culex tarsalis,0,89.6,1143,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
1200,142,11.48333333,9_bowtie2_1_contig_5569,Coquillettidia perturbans,0,89.07,1195,Parvoviridae,"MH188047.1 Culex densovirus strain CDenV/Madera-5, partial genome"
472,37,7.815677966,10_bowtie2_1_contig_5155,Culex tarsalis,0,92.37,472,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
1192,56,4.720637584,43_bowtie2_contig_18176,Culex tarsalis,0,74.92,1211,Rhabdoviridae,MW434775.1 Stang virus isolate CMS002_053a_PLCR genomic sequence
905,118,12.91491713,10_bowtie2_1_contig_5325,Culex tarsalis,0,87.62,905,Flaviviridae,MW434112.1 Placeda virus isolate CMS001_039_ALCO genomic sequence
1189,75,6.326324643,43_bowtie2_contig_8647,Culex tarsalis,0,93.93,1168,Totiviridae,MW434945.1 Gouley virus isolate CMS002_040a_COAV genomic sequence
923,204,21.77898158,10_bowtie2_1_contig_5698,Culex tarsalis,0,90.68,923,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
2735,804,29.40292505,29_bowtie2_1_contig_2436,Aedes vexans,0,74.62,1114,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
610,1233,202.5901639,37_bowtie2_1_contig_1798,Aedes vexans,0,93.26,608,Negevirus,"KX518773.1 Cordoba virus strain Nepal24-3 hypothetical protein 1 gene, complete cds"
1176,256,21.93112245,25_bowtie2_1_contig_11113,Aedes vexans,1.41E-126,69.29,1138,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
1176,46,3.948979592,12_bowtie2_1_contig_2657,Culex tarsalis,0,80.1,1170,,"NC_003780.1 Acyrthosiphon pisum virus protein P1 gene, complete cds; and protein P2 gene, partial cds"
458,26,5.729257642,12_bowtie2_1_contig_3123,Culex tarsalis,0,99.12,457,Rhabdoviridae,"MH664047.1 Flanders hapavirus isolate CO1987, complete genome"
1041,275,25.63688761,29_bowtie2_1_contig_6779,Aedes vexans,2.25E-123,67.08,1124,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
1172,38,3.273037543,34_bowtie2_contig_18453,Culex tarsalis,0,99.32,1172,Virgaviridae,MW435002.1 Hubei virga-like virus 2 isolate CMS002_047b_WVAL genomic sequence
3689,748,20.06126321,19_bowtie2_1_contig_3855,Culex tarsalis,0,98.54,3689,Iflaviridae,MW434121.1 Culex Iflavi-like virus 4 isolate CMS002_034a_COAV genomic sequence
836,412,47.27751196,3_bowtie2_1_contig_11786,Aedes vexans,1.68E-155,74.91,836,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
1167,55,4.736075407,31_bowtie2_1_contig_10399,Aedes canadensis,0,76.37,965,Picornavirales,"MN784072.1 Perrin Park virus strain PPKV 205641 hypothetical protein gene, complete cds"
405,18,4.372839506,12_bowtie2_1_contig_411,Culex tarsalis,0,99.75,405,Peribunyaviridae,"MW434548.1 Culex Bunyavirus 2 isolate CMS001_030_ALCO glycoprotein gene, complete cds"
1162,351,29.93717728,44_bowtie2_1_contig_3911,Coquillettidia perturbans,0,89.39,910,Parvoviridae,"MH550148.1 Aedes albopictus densovirus isolate NC01_L3_1_trimmed_contig_5889-RC, complete genome"
651,160,23.78187404,10_bowtie2_1_contig_5914,Culex tarsalis,0,93.08,473,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
1156,51,4.397923875,6_bowtie2_1_contig_31115,Aedes vexans,0,98.59,1129,Tymoviridae,"MT240795.1 Hubei macula-like virus 3 hypothetical protein 1 and RNA-dependent RNA polymerase super family 3 genes, complete cds"
1527,138,9.044531762,12_bowtie2_1_contig_358,Culex tarsalis,0,99.35,1527,Rhabdoviridae,"MH664044.1 Flanders hapavirus isolate NE00-23, complete genome"
1152,87,7.597222222,29_bowtie2_1_contig_11846,Aedes vexans,0,91.25,1177,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
288,8,2.802083333,12_bowtie2_1_contig_7690,Culex tarsalis,3.84E-145,100,288,Peribunyaviridae,"MH188052.1 Culex Bunyavirus 2 strain CBunV2/Fresno, complete genome"
357,80,21.91316527,10_bowtie2_1_contig_6323,Culex tarsalis,6.35E-150,93.28,357,Flaviviridae,MW434112.1 Placeda virus isolate CMS001_039_ALCO genomic sequence
1549,766,48.78695933,3_bowtie2_1_contig_13759,Aedes vexans,0,84.02,1324,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
1134,62,5.435626102,12_bowtie2_1_contig_6560,Culex tarsalis,0,97.88,1134,Tombusviridae,MW434932.1 Hubei mosquito virus 4 isolate CMS001_018_ALCO genomic sequence
411,249,58.53041363,10_bowtie2_1_contig_6475,Culex tarsalis,5.70E-145,88.08,411,Flaviviridae,MW434111.1 Placeda virus isolate CMS001_002_ALCO genomic sequence
539,41,7.667903525,12_bowtie2_1_contig_7828,Culex tarsalis,0,100,539,Peribunyaviridae,"MH188052.1 Culex Bunyavirus 2 strain CBunV2/Fresno, complete genome"
1116,110,9.800179211,9_bowtie2_1_contig_27364,Coquillettidia perturbans,0,75.42,1069,Partitiviridae,MN661057.1 Atrato Partiti-like virus 2 strain Anda 1746-25 segment 1 genomic sequence
1116,1389,123.1003584,4_bowtie2_1_contig_2392,Aedes vexans,0,76.75,655,,MK167243.1 UNVERIFIED: Iflaviridae sp. isolate MosAed-Iflav-IML50 genomic sequence
569,811,138.8084359,3_bowtie2_1_contig_4831,Aedes vexans,1.56E-109,76.08,556,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
572,1140,197.1818182,10_bowtie2_1_contig_3928,Culex tarsalis,0,96.48,568,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
1108,98,8.866425993,1_bowtie2_1_contig_36257,Aedes vexans,0,77.44,1094,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
3249,8746,268.6183441,4_bowtie2_1_contig_170,Aedes vexans,0,73.93,3232,Birnaviridae,"NC_016517.1 Espirito Santo virus segment B, complete genome"
1108,62,5.60198556,23_bowtie2_contig_8417,Culex tarsalis,0,97.02,1107,Rhabdoviridae,"NC_034531.1 Manitoba virus nucleoprotein, phosphoprotein, hypothetical proteins, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds"
368,122,32.80163043,12_bowtie2_1_contig_6501,Culex tarsalis,0,98.91,368,Rhabdoviridae,"MH664044.1 Flanders hapavirus isolate NE00-23, complete genome"
1106,86,7.754068716,27_bowtie2_1_contig_22980,Aedes vexans,0,89.53,1115,Parvoviridae,"MH188047.1 Culex densovirus strain CDenV/Madera-5, partial genome"
1423,266,18.84609979,22_bowtie2_1_contig_11159,Aedes vexans,0,98.95,1423,Rhabdoviridae,"MH664048.1 Flanders hapavirus isolate CT-460, complete genome"
528,21,4.013257576,25_bowtie2_1_contig_33049,Aedes vexans,0,99.81,528,Dicistroviridae,"MT195550.1 Soybean thrips dicistrovirus 1 strain STN1, complete genome"
1102,37,3.391107078,40_bowtie2_1_contig_18356,Aedes vexans,0,77.7,1009,Negevirus,"MT522375.1 Mekrijarvi negevirus isolate P39, complete genome"
562,29,5.202846975,25_bowtie2_1_contig_33416,Aedes vexans,0,99.64,562,Dicistroviridae,"MT195550.1 Soybean thrips dicistrovirus 1 strain STN1, complete genome"
1096,1884,168.5985401,1_bowtie2_1_contig_3354,Aedes vexans,5.22E-176,74.41,970,Picornavirales,MW520429.1 Thrace picorna-like virus 1 isolate PI2 genomic sequence
1095,296,26.79360731,35_bowtie2_1_contig_6398,Aedes vexans,8.27E-180,71.65,1136,Picornavirales,MW520429.1 Thrace picorna-like virus 1 isolate PI2 genomic sequence
731,258,34.73871409,10_bowtie2_1_contig_6922,Culex tarsalis,0,90.97,731,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
1091,56,5.152153987,20_bowtie2_1_contig_2519,Aedes vexans,0,80.37,1080,Tymoviridae,"KX883800.1 Hubei macula-like virus 3 strain spider129741 hypothetical protein gene, partial cds; and hypothetical protein gene, complete cds"
1469,14604,987.9550715,37_bowtie2_1_contig_24,Aedes vexans,0,85.26,1464,Negevirus,"KX518772.1 Cordoba virus strain Nepal12-3 hypothetical protein 1 gene, complete cds"
1084,72,6.698339483,22_bowtie2_1_contig_18078,Aedes vexans,0,94.05,1026,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
1082,72,6.585027726,1_bowtie2_1_contig_15841,Aedes vexans,0,94,1033,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
1078,48,4.490723562,10_bowtie2_1_contig_4998,Culex tarsalis,0,99.72,1074,Virgaviridae,MW435006.1 Hubei virga-like virus 2 isolate CMS002_053a_PLCR genomic sequence
736,127,17.3736413,22_bowtie2_1_contig_11465,Aedes vexans,0,98.64,737,Rhabdoviridae,"MH664048.1 Flanders hapavirus isolate CT-460, complete genome"
773,514,64.58861578,10_bowtie2_1_contig_760,Culex tarsalis,0,91.19,772,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
1073,64,6.013979497,45_bowtie2_1_contig_30392,Aedes vexans,0,96.74,1073,Picornavirales,"MT293153.1 Hubei arthropod virus 1 strain STN1 polyprotein gene, complete cds"
1073,38,3.562907735,23_bowtie2_contig_5475,Culex tarsalis,0,99.16,1073,Virgaviridae,MN661131.1 Hubei virga-like virus 2 strain Cx 1773-4 genomic sequence
1072,53,4.982276119,36_bowtie2_1_contig_22056,Aedes vexans,0,77.66,1070,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
1070,9109,844.2738318,19_bowtie2_1_contig_29,Culex tarsalis,0,82.8,993,Tombusviridae,"MH324433.1 Hypsignathus monstrosus tombus-like virus 1 isolate HMTLV1-RML51 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"
1068,53,4.992509363,37_bowtie2_1_contig_9997,Aedes vexans,0,76.22,1067,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
1259,605,47.54328832,3_bowtie2_1_contig_704,Aedes vexans,1.24E-146,69.26,1271,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
1529,120,7.911052976,22_bowtie2_1_contig_14515,Aedes vexans,0,98.17,1529,Rhabdoviridae,"MH664048.1 Flanders hapavirus isolate CT-460, complete genome"
1025,273,26.71707317,22_bowtie2_1_contig_16238,Aedes vexans,0,98.42,1014,Rhabdoviridae,"NC_039202.1 Flanders virus nucleoprotein, phosphoprotein, hypothetical proteins, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds"
1088,7093,644.515625,37_bowtie2_1_contig_25,Aedes vexans,0,88.42,736,Negevirus,"KX518773.1 Cordoba virus strain Nepal24-3 hypothetical protein 1 gene, complete cds"
1064,86,8.012218045,20_bowtie2_1_contig_9254,Aedes vexans,0,92.5,1067,Chuviridae,"KX924631.1 Chuvirus Mos8Chu0 segment S glycoprotein and hypothetical protein genes, complete cds"
449,21,4.456570156,12_bowtie2_1_contig_8105,Culex tarsalis,0,99.78,449,Peribunyaviridae,"MW434613.1 Culex Bunyavirus 2 isolate CMS001_041_ALCO RNA-dependent RNA polymerase gene, complete cds"
1062,48,4.551789,30_bowtie2_contig_22942,Culex tarsalis,0,99.44,1062,Virgaviridae,MW435010.1 Hubei virga-like virus 2 isolate CMS001_010_ALCO genomic sequence
301,1781,561.6644518,10_bowtie2_1_contig_4933,Culex tarsalis,3.32E-127,94,300,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
594,310,51.86531987,10_bowtie2_1_contig_2714,Culex tarsalis,0,99.32,587,Orthomyxoviridae,"MW434237.1 Astopletus virus isolate CMS001_046_ALCO hypothetical protein 3 gene, complete cds"
1055,88,8.236966825,12_bowtie2_1_contig_4930,Culex tarsalis,0,98.01,1055,Partitiviridae,"MH188035.1 Culex mosquito virus 2 strain CMosV2/Santa Cruz, complete genome"
1280,349,27.49140625,22_bowtie2_1_contig_1851,Aedes vexans,0,98.91,1280,Rhabdoviridae,"MH664048.1 Flanders hapavirus isolate CT-460, complete genome"
1052,247,23.01425856,7_bowtie2_1_contig_5464,Aedes vexans,0,92.02,1049,Parvoviridae,"MH188047.1 Culex densovirus strain CDenV/Madera-5, partial genome"
1051,76,7.274976213,40_bowtie2_1_contig_38320,Aedes vexans,0,80.45,1013,Negevirus,"MT522375.1 Mekrijarvi negevirus isolate P39, complete genome"
345,247,69.23188406,10_bowtie2_1_contig_561,Culex tarsalis,3.17E-147,93.91,345,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
336,48,13.40178571,10_bowtie2_1_contig_761,Culex tarsalis,7.73E-136,92.26,336,Flaviviridae,MW434110.1 Placeda virus isolate CMS002_056a_PLCR genomic sequence
1045,37,3.557894737,2_bowtie2_1_contig_27484,Aedes vexans,0,77.23,1040,Rhabdoviridae,"NC_040669.1 Riverside virus 1 strain RISV-Drava 1, complete genome"
807,110,13.67038414,10_bowtie2_1_contig_3635,Culex tarsalis,0,99.13,805,Orthomyxoviridae,"MW434232.1 Astopletus virus isolate CMS001_046_ALCO hypothetical protein gene, complete cds"
454,814,178.1101322,10_bowtie2_1_contig_562,Culex tarsalis,0,93.82,453,Iflaviridae,MW434116.1 Culex Iflavi-like virus 3 isolate CMS002_038a_COAV genomic sequence
954,89,9.115303983,33_bowtie2_1_contig_11559,Aedes vexans,4.85E-106,77.5,675,Picornavirales,"MH703050.1 Yongsan picorna-like virus 1 strain 16-0061/ROK/2016 putative polyprotein gene, partial cds"
355,18,5.121126761,10_bowtie2_1_contig_8145,Culex tarsalis,2.35E-174,98.59,355,Orthomyxoviridae,"MW434225.1 Astopletus virus isolate CMS001_046_ALCO polymerase PA gene, complete cds"
535,52,9.388785047,10_bowtie2_1_contig_9867,Culex tarsalis,9.19E-163,94.35,409,Flaviviridae,MW434112.1 Placeda virus isolate CMS001_039_ALCO genomic sequence
